,id,apelido,ult_pontuacao,scout,posicao,clube,status,em_casa
444,87192,Zeca,5.9,"{'CA': 3, 'FC': 12, 'FD': 1, 'FS': 5, 'PE': 31, 'RB': 35, 'SG': 6}",lat,INT,Provável,0
445,91708,Nino,9.0,"{'A': 1, 'CA': 6, 'FC': 23, 'FD': 2, 'FF': 5, 'FS': 13, 'G': 1, 'PE': 20, 'RB': 31, 'SG': 5}",zag,FLU,Provável,0
446,87009,Nathan,0.7,"{'CA': 2, 'FC': 17, 'FD': 4, 'FF': 5, 'FS': 5, 'G': 4, 'PE': 20, 'RB': 13}",mei,ATL,Suspenso,0
447,91712,Matheus Alves,0.0,{},gol,GOI,Nulo,1
448,101717,Marrony,1.2,"{'A': 1, 'CA': 3, 'CV': 1, 'FC': 33, 'FD': 9, 'FF': 17, 'FS': 32, 'G': 1, 'I': 5, 'PE': 31, 'RB': 26}",ata,VAS,Provável,1
449,87342,Kannemann,0.0,"{'CA': 4, 'FC': 17, 'FS': 11, 'G': 1, 'PE': 9, 'RB': 18, 'SG': 3}",zag,GRE,Dúvida,1
450,87225,Pedro Henrique,0.0,"{'FC': 2, 'FD': 2, 'FF': 3, 'FS': 12, 'PE': 16, 'RB': 15, 'SG': 6}",zag,ATL,Contundido,0
451,87393,Gabriel,-0.4,"{'CA': 3, 'FC': 9, 'FD': 1, 'FF': 3, 'FS': 20, 'G': 1, 'I': 1, 'PE': 34, 'RB': 31, 'SG': 7}",zag,BOT,Provável,0
452,87437,Caíque Sá,0.0,"{'CA': 1, 'FC': 4, 'FS': 1, 'PE': 5, 'RB': 3}",lat,CHA,Nulo,0
453,87552,Vitor Bueno,7.3,"{'FC': 7, 'FD': 2, 'FF': 6, 'FS': 15, 'FT': 2, 'G': 1, 'PE': 18, 'RB': 15}",mei,SAO,Dúvida,0
454,87470,Thaciano,2.2,"{'A': 1, 'CA': 4, 'FC': 19, 'FD': 8, 'FF': 4, 'FS': 15, 'G': 1, 'I': 3, 'PE': 16, 'RB': 23}",mei,GRE,Nulo,1
455,87258,Soteldo,0.0,"{'A': 2, 'CA': 9, 'FC': 13, 'FD': 12, 'FF': 14, 'FS': 30, 'FT': 1, 'G': 4, 'I': 10, 'PE': 50, 'RB': 18}",mei,SAN,Provável,1
456,87747,Yago Felipe,6.2,"{'A': 1, 'CA': 5, 'FC': 26, 'FD': 2, 'FF': 3, 'FS': 28, 'FT': 2, 'G': 1, 'I': 1, 'PE': 27, 'RB': 36}",mei,GOI,Provável,1
457,87679,Tréllez,0.0,"{'FC': 5, 'FD': 3, 'FF': 6, 'FS': 4, 'I': 5, 'PE': 2, 'RB': 1}",ata,INT,Nulo,0
458,91808,Caíque França,0.0,{},gol,COR,Nulo,0
459,91772,David Duarte,0.0,"{'FC': 2, 'FF': 3, 'FS': 3, 'PE': 10, 'RB': 7, 'SG': 2}",zag,GOI,Contundido,1
460,87863,Arrascaeta,0.0,"{'A': 8, 'CA': 1, 'FC': 14, 'FD': 5, 'FF': 12, 'FS': 30, 'G': 10, 'PE': 54, 'RB': 26}",mei,FLA,Contundido,0
461,87877,Sornoza,0.0,"{'A': 1, 'CA': 3, 'FC': 15, 'FD': 6, 'FF': 10, 'FS': 16, 'FT': 1, 'I': 1, 'PE': 16, 'RB': 14}",mei,COR,Nulo,0
462,94067,Matheus Fernandes,2.7,"{'FC': 1, 'FD': 1, 'FS': 3, 'PE': 4, 'RB': 5}",mei,PAL,Nulo,1
463,91888,Kevin ,0.0,"{'CA': 1, 'FC': 1, 'FF': 1, 'FS': 2, 'PE': 13, 'RB': 5, 'SG': 1}",lat,GOI,Nulo,1
464,91972,João Paulo,0.0,{},ata,CEA,Contundido,0
465,87929,Matheus Vargas,0.0,"{'FC': 3, 'FS': 4, 'PE': 1, 'RB': 2}",mei,FOR,Nulo,1
466,87999,Gustavo Scarpa,10.5,"{'A': 3, 'CA': 1, 'FC': 12, 'FD': 14, 'FF': 14, 'FS': 11, 'G': 2, 'PE': 42, 'RB': 10}",mei,PAL,Provável,1
467,92085,Giovanny ,0.0,"{'FC': 2, 'PE': 2}",ata,GOI,Nulo,1
468,88125,Yuri,2.5,"{'CA': 1, 'FC': 4, 'FD': 1, 'FF': 1, 'FS': 4, 'PE': 2, 'RB': 1}",mei,BOT,Dúvida,0
469,92155,Ramón Martínez,0.0,"{'CA': 1, 'FC': 5, 'FF': 1, 'FS': 4, 'I': 1, 'PE': 6, 'RB': 11}",mei,ATL,Nulo,0
470,92146,André Luís,3.0,"{'CA': 4, 'FC': 10, 'FD': 4, 'FF': 3, 'FS': 30, 'FT': 3, 'G': 2, 'I': 4, 'PE': 16, 'RB': 3}",ata,FOR,Provável,1
471,88065,Jorge,11.8,"{'A': 4, 'CA': 3, 'FC': 25, 'FD': 10, 'FF': 11, 'FS': 32, 'G': 1, 'I': 2, 'PE': 37, 'RB': 38, 'SG': 11}",lat,SAN,Provável,1
472,92496,Raul,0.0,"{'A': 2, 'CA': 5, 'FC': 35, 'FD': 7, 'FF': 8, 'FS': 47, 'PE': 36, 'RB': 50}",mei,VAS,Dúvida,1
473,92696,Renato Kayzer,0.0,"{'FC': 10, 'FD': 1, 'FF': 2, 'FS': 8, 'G': 1, 'I': 2, 'PE': 5, 'RB': 4}",ata,CHA,Nulo,0
474,101719,Rafael França,0.0,{},lat,VAS,Nulo,1
475,101889,Igor Goularte,4.9,"{'FC': 1, 'FD': 1, 'FF': 1, 'FS': 3, 'I': 1, 'PE': 2, 'RB': 3}",mei,AVA,Provável,1
476,92841,Fernando Medeiros,0.0,{},mei,BAH,Nulo,0
477,101721,João Pedro Borges,0.0,{},gol,VAS,Nulo,1
478,93108,Mateus Vital,5.0,"{'A': 2, 'CA': 1, 'FC': 5, 'FD': 7, 'FF': 13, 'FS': 40, 'G': 1, 'PE': 19, 'RB': 16}",mei,COR,Dúvida,0
479,101720,Miranda,0.0,"{'FC': 2, 'FS': 1, 'PE': 1, 'RB': 1}",zag,VAS,Nulo,1
480,92981,Ronaldo,3.7,"{'A': 1, 'CA': 2, 'FC': 17, 'FF': 3, 'FS': 10, 'PE': 21, 'RB': 29}",mei,BAH,Provável,0
481,88224,Paulo Ricardo,0.0,{'PE': 1},zag,GOI,Nulo,1
482,92182,Juninho,1.2,"{'CA': 1, 'FC': 8, 'FD': 4, 'FF': 3, 'FS': 9, 'I': 1, 'PE': 27, 'RB': 11, 'SG': 9}",zag,BAH,Provável,0
483,92708,Deyverson,1.7,"{'A': 2, 'CA': 2, 'FC': 13, 'FD': 7, 'FF': 11, 'FS': 28, 'G': 1, 'I': 14, 'PE': 20, 'RB': 8}",ata,PAL,Nulo,1
484,94068,Ribamar,0.5,"{'FC': 11, 'FD': 5, 'FF': 10, 'FS': 3, 'FT': 1, 'G': 1, 'I': 7, 'PE': 6, 'RB': 2}",ata,VAS,Provável,1
485,93368,Lucas Veríssimo,5.4,"{'CA': 5, 'CV': 2, 'FC': 46, 'FD': 3, 'FF': 9, 'FS': 13, 'FT': 2, 'G': 1, 'GC': 1, 'I': 1, 'PE': 55, 'RB': 44, 'SG': 10}",zag,SAN,Provável,1
486,93151,Thiago Santos,0.0,{},ata,CHA,Contundido,0
487,94138,Felipe Vizeu,0.0,"{'FC': 9, 'FF': 4, 'FS': 3, 'G': 1, 'PE': 7}",ata,GRE,Contundido,1
488,93414,Joel Carli,-1.8,"{'CA': 7, 'FC': 15, 'FD': 1, 'FF': 2, 'FS': 13, 'FT': 1, 'I': 1, 'PE': 40, 'RB': 14, 'SG': 5}",zag,BOT,Provável,0
489,93377,Jobson,0.0,{},mei,SAN,Nulo,1
490,93659,Michael,0.0,{},gol,ATL,Contundido,0
491,93785,Alan Cardoso,0.0,{},lat,SAN,Nulo,1
492,95494,Aguilar,0.0,"{'CA': 3, 'FC': 21, 'FF': 2, 'FS': 9, 'PE': 15, 'RB': 23, 'SG': 7}",zag,SAN,Nulo,1
493,101729,Fabinho,0.0,{'FC': 1},ata,SAO,Nulo,0
494,101728,Diego,0.0,{},zag,SAO,Nulo,0
495,101803,Carlos Augusto,0.0,"{'CA': 1, 'FC': 6, 'FF': 2, 'FS': 6, 'G': 1, 'PE': 13, 'RB': 6, 'SG': 2}",lat,COR,Nulo,0
496,93791,Daniel,9.7,"{'A': 1, 'CA': 2, 'FC': 12, 'FD': 7, 'FF': 3, 'FS': 26, 'G': 1, 'PE': 50, 'RB': 14}",mei,FLU,Nulo,0
497,101796,Gonzalo Carneiro,0.0,{},ata,SAO,Suspenso,0
498,93782,Alisson Safira,-0.5,"{'A': 1, 'CA': 1, 'FC': 7, 'FS': 6, 'I': 1, 'PE': 3, 'RB': 1}",ata,CSA,Nulo,1
499,93795,Matheus Cabral,0.0,{},gol,CEA,Nulo,0
500,101846,Iury,0.0,"{'A': 1, 'CA': 1, 'FC': 14, 'FF': 3, 'FS': 10, 'PE': 30, 'RB': 10, 'SG': 4}",lat,AVA,Nulo,1
501,101837,Lucas Paes,0.0,{},gol,SAO,Nulo,0
502,93797,Marcinho,0.0,"{'A': 2, 'CA': 2, 'FC': 25, 'FD': 5, 'FF': 10, 'FS': 13, 'FT': 1, 'G': 1, 'I': 1, 'PE': 43, 'RB': 15, 'SG': 5}",lat,BOT,Dúvida,0
503,101861,Felipe Sousa,0.0,{},ata,ATL,Nulo,0
504,94297,William Oliveira,0.0,"{'CA': 3, 'FC': 10, 'FD': 2, 'FF': 2, 'FS': 5, 'PE': 4, 'RB': 7}",mei,CEA,Nulo,0
505,94156,Diego Pituca,-1.4,"{'CA': 7, 'FC': 49, 'FD': 10, 'FF': 11, 'FS': 22, 'FT': 2, 'G': 1, 'PE': 60, 'RB': 26}",mei,SAN,Provável,1
506,101885,Toró,0.0,"{'A': 1, 'CA': 1, 'CV': 1, 'FC': 19, 'FD': 3, 'FF': 10, 'FS': 20, 'G': 2, 'I': 3, 'PE': 28, 'RB': 11}",ata,SAO,Contundido,0
507,101911,Gabriel Calabres,0.0,{},mei,CHA,Nulo,0
508,93834,Keiller,0.0,{},gol,INT,Nulo,0
509,94509,Raphael Veiga,0.0,"{'FC': 6, 'FD': 3, 'FF': 6, 'FS': 7, 'G': 1, 'PE': 8, 'RB': 6}",mei,PAL,Nulo,1
510,94857,Jonatan Gomez,2.1,"{'A': 2, 'CA': 4, 'FC': 19, 'FD': 12, 'FF': 16, 'FS': 48, 'G': 4, 'I': 1, 'PE': 42, 'RB': 15}",mei,CSA,Provável,1
511,94495,Alessandro Vinícius,0.0,{},mei,ATL,Nulo,0
512,101960,Vitinho,0.0,"{'A': 2, 'FC': 15, 'FD': 6, 'FF': 7, 'FS': 5, 'G': 1, 'PE': 8, 'RB': 4}",ata,ATL,Nulo,0
513,101997,Braian Romero,0.0,"{'A': 1, 'CA': 1, 'FC': 18, 'FD': 2, 'FF': 6, 'FS': 13, 'FT': 1, 'G': 2, 'I': 2, 'PE': 15, 'RB': 10}",ata,ATL,Nulo,0
514,94542,Jarro Pedroso,-1.5,"{'CA': 1, 'FC': 2, 'FS': 3}",ata,CSA,Nulo,1
515,102137,Vitor Eudes,0.0,{},gol,CRU,Nulo,1
516,94931,Lucas Fernandes,0.0,{},mei,SAO,Nulo,0
517,94968,Juninho Capixaba,0.0,"{'A': 1, 'CA': 7, 'FC': 26, 'FD': 2, 'FF': 2, 'FS': 30, 'I': 3, 'PE': 35, 'RB': 23, 'SG': 6}",lat,GRE,Nulo,1
518,102340,Cacá,0.0,"{'CA': 3, 'FC': 5, 'FD': 1, 'FS': 7, 'PE': 2, 'RB': 7, 'SG': 2}",zag,CRU,Nulo,1
519,102302,Papagaio,0.5,"{'FC': 6, 'FD': 1, 'FF': 2, 'FS': 3, 'PE': 3, 'RB': 3}",ata,GOI,Nulo,1
520,102290,Gabriel,0.0,{},gol,ATL,Nulo,0
521,102301,Bruno Leite,0.0,{},mei,ATL,Contundido,0
522,102139,Jairinho,0.0,"{'FC': 1, 'FD': 2, 'FF': 1, 'FS': 4, 'PE': 2, 'RB': 2}",ata,VAS,Nulo,1
523,102318,Caio Paulista,1.3,"{'FC': 21, 'FD': 5, 'FF': 19, 'FS': 25, 'I': 2, 'PE': 32, 'RB': 28}",ata,AVA,Provável,1
524,102253,Lucas Halter,0.0,"{'CA': 1, 'FC': 5, 'FD': 2, 'FF': 3, 'FS': 2, 'PE': 8, 'RB': 7, 'SG': 1}",zag,ATL,Contundido,0
525,94976,Zeca,0.0,{},ata,GOI,Nulo,1
526,94975,Marco Antônio,0.0,{},mei,BAH,Nulo,0
527,94981,Felipinho,0.0,{},mei,BAH,Nulo,0
528,102380,Marcinho,0.0,{},mei,AVA,Nulo,1
529,94982,Max,0.0,{},mei,BAH,Nulo,0
530,102452,Vital,0.0,{},zag,CSA,Nulo,1
531,102563,Kaio,0.0,"{'A': 1, 'FC': 6, 'FF': 1, 'FS': 2, 'PE': 4}",mei,GOI,Contundido,1
532,95246,Matheus Lucas,0.0,"{'FC': 2, 'FF': 1, 'FS': 1, 'PE': 1, 'RB': 1}",ata,AVA,Nulo,1
533,102565,Miguel Figueira,0.0,{'FS': 1},mei,GOI,Nulo,1
534,95222,Thalles,2.0,"{'A': 1, 'CA': 1, 'FC': 3, 'FS': 1}",mei,GOI,Nulo,1
535,95335,Matheus Jesus,3.2,"{'FC': 3, 'FS': 7, 'I': 1, 'PE': 5, 'RB': 8}",mei,COR,Provável,0
536,95352,Orejuela,0.0,"{'CA': 2, 'FC': 24, 'FD': 2, 'FF': 2, 'FS': 12, 'I': 1, 'PE': 22, 'RB': 18, 'SG': 3}",lat,CRU,Nulo,1
537,95220,Jefferson,4.1,"{'A': 1, 'CA': 3, 'FC': 17, 'FD': 1, 'FF': 6, 'FS': 26, 'G': 1, 'I': 1, 'PE': 50, 'RB': 42, 'SG': 8}",lat,GOI,Provável,1
538,102581,Dudu,0.0,{},ata,GOI,Nulo,1
539,95464,Gregore,-1.6,"{'CA': 4, 'CV': 1, 'FC': 77, 'FD': 2, 'FF': 8, 'FS': 18, 'PE': 66, 'RB': 65}",mei,BAH,Provável,0
540,102771,Rodrigo Fernandes,0.0,{},mei,VAS,Nulo,1
541,94980,Geovane Itinga,0.0,{},ata,BAH,Nulo,0
542,95476,Kunde,0.0,"{'CA': 2, 'FC': 7, 'FS': 1, 'PE': 7, 'RB': 3, 'SG': 1}",zag,AVA,Nulo,1
543,95466,Igor Vinícius,10.2,"{'A': 2, 'CA': 3, 'CV': 2, 'FC': 26, 'FD': 2, 'FF': 3, 'FS': 8, 'PE': 23, 'RB': 28, 'SG': 6}",lat,SAO,Provável,0
544,102599,Thiaguinho,0.0,{},mei,COR,Nulo,0
545,102598,Helinho,0.0,"{'CA': 1, 'FC': 6, 'FD': 1, 'FF': 1, 'FS': 6, 'I': 1, 'PE': 8, 'RB': 1}",ata,SAO,Nulo,0
546,42500,Fagner,3.5,"{'A': 2, 'CA': 3, 'FC': 17, 'FD': 3, 'FF': 4, 'FS': 28, 'PE': 64, 'RB': 37, 'SG': 9}",lat,COR,Provável,0
547,95542,Orinho,11.5,"{'FC': 5, 'FD': 1, 'FF': 2, 'FS': 3, 'PE': 1, 'RB': 5, 'SG': 2}",lat,FLU,Nulo,0
548,104678,Tiago Reis,0.0,"{'A': 1, 'CA': 1, 'FC': 13, 'FD': 1, 'FF': 3, 'FS': 3, 'FT': 1, 'G': 1, 'I': 1, 'PE': 4, 'RB': 2}",ata,VAS,Nulo,1
549,95638,Marcelo Benevenuto,0.0,"{'A': 1, 'CA': 3, 'FC': 7, 'FF': 1, 'FS': 9, 'FT': 1, 'G': 1, 'GC': 2, 'PE': 19, 'RB': 3, 'SG': 2}",zag,BOT,Nulo,0
550,102609,Fernando Castro,0.0,{},gol,BAH,Nulo,0
551,102686,Yago Darub,0.0,{},gol,FLA,Nulo,0
552,93882,Cleiton,0.0,"{'CA': 1, 'DD': 12, 'DP': 1, 'FS': 2, 'GS': 13, 'PE': 8, 'SG': 2}",gol,ATL,Dúvida,0
553,104824,Gerson Júnior,0.0,{},ata,CSA,Nulo,1
554,104991,Igo,0.0,{},gol,CSA,Nulo,1
555,102700,Hulk,2.5,"{'FC': 1, 'PE': 5, 'RB': 3}",lat,ATL,Nulo,0
556,102719,Moresche,0.0,{},ata,VAS,Nulo,1
557,93869,Lucas França,0.0,"{'DD': 2, 'GS': 1}",gol,CEA,Nulo,0
558,93893,Marcos Júnior,0.2,"{'CA': 4, 'FC': 28, 'FD': 3, 'FF': 6, 'FS': 24, 'FT': 1, 'G': 1, 'PE': 45, 'RB': 22}",mei,VAS,Provável,1
559,104994,Wagner Leonardo,0.0,{},zag,SAN,Nulo,1
560,105049,Luis Henrique ,0.0,{},ata,BOT,Nulo,0
561,94044,John Victor,0.0,{},gol,SAN,Nulo,1
562,95660,Araruna,0.0,"{'CA': 1, 'FC': 1, 'FS': 1, 'PE': 7, 'RB': 5}",mei,FOR,Nulo,1
563,105111,Bruninho,0.0,{},ata,SAN,Nulo,1
564,97080,Yony González,3.7,"{'A': 2, 'CA': 1, 'FC': 26, 'FD': 16, 'FF': 31, 'FS': 36, 'FT': 2, 'G': 5, 'I': 5, 'PE': 20, 'RB': 18}",ata,FLU,Provável,0
565,105068,Reinier,0.0,"{'A': 1, 'FC': 5, 'FD': 1, 'FF': 5, 'FS': 4, 'G': 2, 'PE': 10, 'RB': 1}",mei,FLA,Nulo,0
566,102911,Zé Ricardo,0.0,{},mei,FLU,Nulo,0
567,105175,Khellven ,0.0,"{'FC': 3, 'PE': 4, 'RB': 4}",lat,ATL,Provável,0
568,97133,Dudu,0.0,{},lat,INT,Nulo,0
569,95799,Artur,0.0,"{'A': 2, 'CA': 6, 'FC': 18, 'FD': 9, 'FF': 16, 'FS': 35, 'G': 4, 'I': 3, 'PE': 68, 'PP': 1, 'RB': 15}",ata,BAH,Nulo,0
570,95798,Gustavo Bochecha,2.6,"{'A': 1, 'CA': 2, 'FC': 8, 'FD': 5, 'FF': 6, 'FS': 15, 'PE': 55, 'RB': 22}",mei,BOT,Provável,0
571,105173,Talison,0.0,{},lat,FOR,Nulo,1
572,105198,Raphael Lopes,0.0,{},ata,ATL,Nulo,0
573,105176,Luiz Fernando,0.0,{},ata,ATL,Nulo,0
574,95802,Piris da Motta,0.0,"{'CA': 2, 'FC': 13, 'FF': 2, 'FS': 15, 'PE': 11, 'RB': 10}",mei,FLA,Provável,0
575,97245,Janderson,-0.5,"{'FC': 3, 'FD': 1, 'FF': 2, 'FS': 7, 'PE': 1, 'RB': 2}",ata,COR,Nulo,0
576,95820,Léo Santos,0.0,{},zag,COR,Contundido,0
577,105282,Diguinho,0.0,{},zag,FOR,Nulo,1
578,105201,Vinícius Popó,0.0,"{'FC': 2, 'FS': 3, 'I': 1}",ata,CRU,Nulo,1
579,105199,Vinícius,0.0,{'PE': 1},mei,FLA,Nulo,0
580,105208,Bento,0.0,{},gol,ATL,Nulo,0
581,105278,Iago Mendonça,0.0,{},zag,GOI,Nulo,1
582,105339,Heron,0.0,{},zag,GOI,Nulo,1
583,95875,Hugo Borges,0.0,{},ata,VAS,Nulo,1
584,95860,Ruan,0.0,{},zag,CHA,Nulo,0
585,105340,Flávio,0.0,{},mei,GOI,Nulo,1
586,105341,Filipe Trindade,0.0,{},zag,GOI,Nulo,1
587,96382,Quintero,0.0,"{'CA': 3, 'FC': 16, 'FD': 1, 'FF': 2, 'FS': 6, 'G': 1, 'PE': 38, 'RB': 15, 'SG': 5}",zag,FOR,Provável,1
588,105395,Alan,0.0,{},zag,GOI,Nulo,1
589,96340,Lima,0.0,"{'A': 1, 'CA': 2, 'FC': 8, 'FD': 10, 'FF': 7, 'FS': 20, 'I': 2, 'PE': 16, 'RB': 16}",mei,CEA,Nulo,0
590,96454,Evando Camillato,2.05,{},tec,AVA,Provável,1
591,105396,Rafael Barbosa,0.0,{},mei,GOI,Nulo,1
592,97536,Bryan,4.3,"{'CA': 2, 'FC': 10, 'FD': 2, 'FF': 1, 'FS': 8, 'PE': 19, 'RB': 9, 'SG': 1}",lat,CHA,Provável,0
593,105397,Felipe Mosquete,0.0,{},gol,GOI,Nulo,1
594,96464,Maurício,0.0,{},zag,AVA,Nulo,1
595,105553,Alexander,0.0,"{'DD': 8, 'GS': 6}",gol,VAS,Nulo,1
596,97520,Shaylon,0.0,"{'FC': 4, 'FD': 1, 'FF': 1, 'FS': 2, 'PE': 7, 'RB': 2}",mei,BAH,Nulo,0
597,105585,Roni,0.0,{},mei,COR,Nulo,0
598,105566,Riquelme,0.0,{},lat,VAS,Nulo,1
599,96468,Daniel,0.0,{},gol,INT,Nulo,0
600,105584,Lucas Piton,0.0,{},lat,COR,Nulo,0
601,105589,Lucas Bergantin,0.0,{},gol,PAL,Nulo,1
602,105612,Miguel,0.0,"{'FS': 2, 'PE': 1}",mei,FLU,Nulo,0
603,96966,Arthur Gomes,2.5,"{'CA': 2, 'FC': 18, 'FD': 2, 'FF': 9, 'FS': 39, 'FT': 1, 'G': 3, 'I': 2, 'PE': 26, 'RB': 15}",ata,CHA,Nulo,0
604,96965,Léo Lopes,0.0,{},gol,AVA,Nulo,1
605,105636,Gabriel Fornari,0.0,{},zag,ATL,Nulo,0
606,105647,Mauricio,0.0,"{'FC': 3, 'FD': 1, 'FF': 2, 'FS': 4, 'G': 1, 'I': 1, 'PE': 10, 'RB': 3}",mei,CRU,Nulo,1
607,96652,Allan,0.0,"{'A': 1, 'CA': 8, 'CV': 1, 'FC': 44, 'FD': 8, 'FF': 11, 'FS': 23, 'PE': 53, 'RB': 20}",mei,FLU,Provável,0
608,105786,Talles Magno,2.6,"{'CA': 4, 'FC': 22, 'FD': 6, 'FF': 12, 'FS': 29, 'G': 2, 'I': 1, 'PE': 24, 'RB': 6}",ata,VAS,Nulo,1
609,105635,Geovane,0.0,{},mei,ATL,Nulo,0
610,97619,Tomás Andrade,0.0,"{'A': 1, 'FC': 10, 'FD': 3, 'FF': 5, 'FS': 4, 'PE': 19, 'RB': 2}",mei,ATL,Nulo,0
611,105807,Luan,0.0,{},zag,FLU,Nulo,0
612,105836,Da Silva,0.0,"{'FC': 1, 'FS': 2}",ata,GRE,Nulo,1
613,97543,Fernando,0.0,{},gol,ATL,Nulo,0
614,105837,Guilherme Azevedo,0.0,"{'CA': 1, 'FC': 1, 'FS': 1, 'RB': 1}",ata,GRE,Nulo,1
615,97780,Dawhan,0.0,"{'CA': 3, 'FC': 20, 'FF': 6, 'FS': 9, 'PE': 23, 'RB': 28}",mei,CSA,Provável,1
616,97902,Rafael,0.0,"{'CA': 1, 'FC': 1, 'FF': 1, 'FS': 1}",zag,FLA,Nulo,0
617,97907,Rafael Santos,0.0,"{'CA': 1, 'FD': 1, 'PE': 3, 'SG': 1}",lat,CRU,Nulo,1
618,105841,Iván Angulo,0.0,{},ata,PAL,Nulo,1
619,105846,Welligton Rocha,0.0,{},zag,ATL,Nulo,0
620,105838,Erik,0.0,"{'FS': 3, 'PE': 3, 'RB': 3}",lat,INT,Nulo,0
621,105866,João Celeri,0.0,{},ata,COR,Nulo,0
622,105868,Daniel Marcos,0.0,{},lat,COR,Nulo,0
623,97995,Dalberto,0.0,{},ata,CHA,Contundido,0
624,97315,Mantuan,0.0,{},mei,COR,Nulo,0
625,105842,Edu,0.0,{},zag,CRU,Nulo,1
626,105901,Edson,0.0,{},mei,BAH,Nulo,0
627,98022,Erick,0.0,"{'CA': 1, 'FC': 15, 'FD': 4, 'FF': 1, 'FS': 3, 'G': 1, 'PE': 12, 'RB': 7}",mei,ATL,Nulo,0
628,97993,Jhonata,0.0,{},mei,GRE,Nulo,1
629,105897,Pablo Marí,6.7,"{'A': 1, 'CA': 2, 'FC': 16, 'FF': 4, 'FS': 4, 'FT': 1, 'G': 2, 'I': 1, 'PE': 18, 'RB': 21, 'SG': 7}",zag,FLA,Provável,0
630,105900,Allanzinho,0.0,{},ata,SAN,Nulo,1
