,id,apelido,ult_pontuacao,scout,posicao,clube,status,em_casa
631,97994,Fessin,0.0,{},mei,COR,Nulo,0
632,105899,Ivonei,0.0,{},mei,SAN,Nulo,1
633,97341,Rogério Ceni,0.49,{},tec,FOR,Provável,1
634,97452,Marcos Calazans,0.0,"{'CA': 1, 'FC': 6, 'FD': 1, 'FS': 2, 'PE': 4, 'RB': 3}",ata,SAO,Nulo,0
635,105902,José Gabriel,0.0,"{'FC': 3, 'FS': 1, 'PE': 3, 'RB': 1}",mei,INT,Nulo,0
636,105903,José Aldo,0.0,"{'FF': 1, 'PE': 1, 'RB': 2}",mei,INT,Nulo,0
637,97352,Pachu,0.0,{},ata,BOT,Nulo,0
638,105909,Vinicius Mingotti,0.0,{},ata,ATL,Nulo,0
639,105911,Rômulo,0.0,{},mei,CRU,Nulo,1
640,105906,Adriano,0.0,{},mei,CRU,Nulo,1
641,105907,Alisson Taddei,0.0,{},mei,GOI,Nulo,1
642,105912,Marco Antônio,0.0,{},mei,CRU,Nulo,1
643,105910,Jonathan,0.0,{},zag,CRU,Nulo,1
644,97527,Matheus Alessandro,0.0,"{'FC': 2, 'FS': 2, 'RB': 2}",ata,FOR,Nulo,1
645,105913,Welinton,0.0,"{'FS': 1, 'I': 1, 'RB': 1}",ata,CRU,Nulo,1
646,97522,Lepu,0.0,{},mei,BAH,Nulo,0
647,97535,Hiago,0.0,{'FC': 1},zag,CHA,Nulo,0
648,105914,Cadu Silva,0.0,{},zag,SAN,Nulo,1
649,106002,Johnny ,0.0,{},ata,INT,Nulo,0
650,97528,Frazan,5.0,"{'CA': 1, 'CV': 2, 'FC': 7, 'FS': 1, 'PE': 4, 'RB': 3, 'SG': 5}",zag,FLU,Dúvida,0
651,106000,Lucas Ramos,0.0,{},mei,INT,Nulo,0
652,106017,João Pedro ,0.0,{},ata,VAS,Nulo,1
653,106077,Vanderley,0.0,{},zag,GOI,Nulo,1
654,106083,Breno,0.0,"{'CV': 1, 'FC': 2, 'FD': 1}",mei,GOI,Nulo,1
655,98057,Tiago Nunes,1.05,{},tec,ATL,Provável,0
656,98224,Jaderson,0.0,{},mei,ATL,Nulo,0
657,98333,Gabriel Batista,0.0,{},gol,FLA,Nulo,0
658,106159,Alexandre Melo,0.0,{},lat,VAS,Nulo,1
659,106076,Daniel Oliveira,0.0,{},mei,GOI,Nulo,1
660,98352,Bruno Guimarães,0.0,"{'A': 1, 'CA': 2, 'FC': 26, 'FD': 8, 'FF': 11, 'FS': 49, 'FT': 1, 'G': 2, 'PE': 59, 'RB': 20}",mei,ATL,Dúvida,0
661,106200,Kaio Magno,0.0,{},ata,VAS,Nulo,1
662,106160,Lucão,0.0,{},gol,VAS,Nulo,1
663,98421,Kendy,0.0,{},mei,CHA,Nulo,0
664,98400,Gabriel Lima,0.5,{'FS': 1},ata,AVA,Nulo,1
665,106201,Lucas Figueiredo,0.0,{},ata,VAS,Nulo,1
666,98412,Tiepo,0.0,"{'CA': 1, 'DD': 37, 'DP': 3, 'FS': 3, 'GS': 35, 'PE': 15, 'SG': 4}",gol,CHA,Nulo,0
667,106161,Jonathan,0.0,"{'CA': 1, 'FC': 12, 'FF': 8, 'FS': 14, 'G': 3, 'I': 2, 'PE': 12, 'RB': 5}",ata,AVA,Nulo,1
668,106202,Bruno Gomes,0.0,"{'CA': 1, 'FC': 2, 'FS': 3, 'PE': 1, 'RB': 2}",mei,VAS,Nulo,1
669,106219,Kawan,0.0,{},mei,ATL,Nulo,0
670,98484,Kanu,0.0,"{'FS': 1, 'PE': 3, 'RB': 2}",zag,BOT,Nulo,0
671,106323,Caio Alexandre,0.0,{},mei,BOT,Nulo,0
672,98419,Ronei,0.0,{},mei,CHA,Nulo,0
673,38144,Rafinha,4.2,"{'A': 4, 'CA': 5, 'FC': 21, 'FD': 3, 'FF': 1, 'FS': 13, 'I': 1, 'PE': 25, 'RB': 17, 'SG': 7}",lat,FLA,Contundido,0
674,106371,Jhonata Robert,0.0,{},ata,GRE,Nulo,1
675,106312,Marx Lênin,0.0,{},mei,AVA,Nulo,1
676,106475,Ricardo Colbachini,4.22,{},tec,INT,Provável,0
677,38162,Fred,7.4,"{'A': 3, 'CA': 7, 'FC': 26, 'FD': 12, 'FF': 8, 'FS': 29, 'FT': 1, 'G': 4, 'I': 10, 'PE': 38, 'RB': 3}",ata,CRU,Provável,1
678,103695,Jadsom Silva,0.0,"{'FC': 1, 'FF': 1, 'PE': 1}",mei,CRU,Nulo,1
679,38196,Maicon,6.6,"{'A': 2, 'CA': 4, 'FC': 11, 'FD': 1, 'FF': 2, 'FS': 4, 'G': 2, 'PE': 26, 'RB': 9}",mei,GRE,Dúvida,1
680,99430,Diego,0.0,{},gol,BOT,Nulo,0
681,38229,Fábio Santos,0.0,"{'CA': 3, 'FC': 17, 'FD': 1, 'FF': 2, 'FS': 14, 'G': 2, 'I': 2, 'PE': 32, 'RB': 13, 'SG': 3}",lat,ATL,Provável,0
682,38231,Diego Tardelli,0.0,"{'A': 1, 'CA': 1, 'FC': 14, 'FD': 12, 'FF': 5, 'FS': 14, 'G': 3, 'I': 5, 'PE': 34, 'PP': 1, 'RB': 9}",ata,GRE,Nulo,1
683,38277,Thiago Neves,7.3,"{'A': 2, 'CA': 6, 'FC': 18, 'FD': 14, 'FF': 24, 'FS': 21, 'FT': 1, 'G': 5, 'I': 2, 'PE': 40, 'RB': 12}",mei,CRU,Provável,1
684,102878,Terans,0.0,"{'FC': 1, 'FD': 1, 'PE': 1}",mei,ATL,Nulo,0
685,42501,Rhodolfo,5.7,"{'FC': 4, 'FD': 1, 'FF': 1, 'PE': 3, 'RB': 1, 'SG': 2}",zag,FLA,Nulo,0
686,38311,Márcio Araújo,0.0,"{'CA': 3, 'CV': 1, 'FC': 24, 'FD': 3, 'FF': 6, 'FS': 32, 'PE': 29, 'RB': 47}",mei,CHA,Provável,0
687,98494,Lucas Bessa,0.0,{},mei,INT,Nulo,0
688,102887,Bruno Lazaroni,2.72,{},tec,BOT,Provável,0
689,103099,Éderson,2.6,"{'CA': 2, 'FC': 16, 'FD': 3, 'FF': 3, 'FS': 16, 'FT': 1, 'PE': 19, 'RB': 10}",mei,CRU,Provável,1
690,98496,Vinícius,0.0,{},gol,CRU,Nulo,1
691,102892,Yann Rolim,0.0,{},mei,CHA,Contundido,0
692,98515,Lucas Silva,-0.5,"{'FC': 2, 'FF': 1, 'FS': 5, 'PE': 1, 'RB': 1}",ata,FLA,Provável,0
693,102891,Romarinho Gouveia,0.0,{},ata,FOR,Nulo,1
694,38315,Jadson,0.0,"{'A': 1, 'CA': 3, 'FC': 6, 'FD': 1, 'FF': 5, 'FS': 3, 'PE': 18, 'RB': 1}",mei,COR,Nulo,0
695,102907,Matheus Teixeira,0.0,{},gol,PAL,Nulo,1
696,102906,Anderson,0.0,{},gol,ATL,Nulo,0
697,98569,Caio Henrique,0.0,"{'A': 1, 'FC': 26, 'FD': 2, 'FF': 3, 'FS': 19, 'G': 1, 'I': 5, 'PE': 50, 'RB': 37}",mei,FLU,Provável,0
698,38336,Adriano,1.2,"{'CA': 3, 'FC': 4, 'FF': 1, 'FS': 1, 'PE': 9, 'RB': 5, 'SG': 2}",lat,ATL,Nulo,0
699,98497,Natan,0.0,{},mei,PAL,Nulo,1
700,38394,Thiago Heleno,1.1,"{'CA': 3, 'FC': 7, 'FD': 2, 'FS': 6, 'PE': 7, 'RB': 2}",zag,ATL,Suspenso,0
701,102909,Luan,0.5,"{'CA': 2, 'FC': 27, 'FD': 1, 'FF': 3, 'FS': 5, 'PE': 24, 'RB': 21}",mei,SAO,Provável,0
702,102912,César,0.0,{},lat,FLU,Nulo,0
703,98706,Pedrinho,0.0,"{'A': 2, 'FC': 5, 'FD': 12, 'FF': 8, 'FS': 30, 'G': 4, 'I': 2, 'PE': 48, 'RB': 14}",mei,COR,Dúvida,0
704,38431,Diego Cavalieri,12.7,"{'DD': 18, 'FC': 1, 'GS': 7, 'PE': 1}",gol,BOT,Dúvida,0
705,38279,Wellington Paulista,-3.8,"{'A': 1, 'CA': 6, 'FC': 40, 'FD': 15, 'FF': 13, 'FS': 27, 'FT': 2, 'G': 9, 'I': 9, 'PE': 33, 'RB': 7}",ata,FOR,Suspenso,1
706,98760,Mariano Vázquez,0.0,"{'CA': 1, 'FC': 11, 'FD': 2, 'FS': 12, 'PE': 5, 'RB': 8}",mei,FOR,Nulo,1
707,99032,Lourenço,1.7,"{'A': 3, 'CA': 2, 'FC': 17, 'FD': 11, 'FF': 9, 'FS': 30, 'FT': 1, 'I': 4, 'PE': 45, 'RB': 17}",ata,AVA,Provável,1
708,98765,Marquinhos,0.2,"{'FC': 2, 'FF': 2, 'FS': 2, 'PE': 4, 'RB': 1}",mei,ATL,Dúvida,0
709,102958,Rhuan,0.0,"{'FC': 2, 'FS': 2, 'PE': 2}",ata,BOT,Nulo,0
710,47134,Tião,0.0,{},mei,FOR,Nulo,1
711,38451,Carlinhos,1.1,"{'CA': 1, 'FC': 15, 'FD': 6, 'FF': 8, 'FS': 18, 'G': 2, 'PE': 51, 'RB': 36, 'SG': 8}",lat,CSA,Provável,1
712,99392,Michael,11.8,"{'A': 2, 'CA': 2, 'FC': 22, 'FD': 19, 'FF': 21, 'FS': 33, 'FT': 2, 'G': 5, 'I': 11, 'PE': 51, 'RB': 23}",ata,GOI,Provável,1
713,98832,Jean Pyerre,0.0,"{'A': 2, 'FC': 10, 'FD': 4, 'FF': 7, 'FS': 11, 'G': 3, 'PE': 23, 'RB': 12}",mei,GRE,Contundido,1
714,102998,Vini Locatelli,2.7,"{'A': 1, 'FC': 4, 'FD': 3, 'FS': 5, 'PE': 1, 'RB': 2}",mei,CHA,Provável,0
715,38509,Diego Alves,17.5,"{'DD': 26, 'DP': 2, 'FS': 3, 'GS': 17, 'PE': 12, 'RB': 2, 'SG': 9}",gol,FLA,Provável,0
716,38505,Leandro Castan,6.2,"{'A': 1, 'CA': 6, 'FC': 12, 'FD': 2, 'FF': 2, 'FS': 13, 'G': 2, 'I': 2, 'PE': 19, 'RB': 15, 'SG': 4}",zag,VAS,Provável,1
717,102997,Tharlis,0.0,"{'FC': 2, 'FS': 1, 'PE': 2, 'RB': 3}",mei,CHA,Nulo,0
718,98888,Cláudio Vitor,0.0,{},gol,AVA,Nulo,1
719,98794,Diego Torres,-0.3,"{'FC': 3, 'FD': 2, 'FF': 9, 'FS': 5, 'G': 1, 'PE': 15, 'RB': 7}",mei,CHA,Nulo,0
720,98822,Lucas Hernández,0.0,"{'CA': 2, 'FC': 10, 'FD': 1, 'FF': 1, 'FS': 6, 'PE': 10, 'RB': 3}",lat,ATL,Nulo,0
721,38523,Edílson,0.7,"{'CA': 2, 'CV': 2, 'FC': 11, 'FF': 4, 'FS': 6, 'FT': 2, 'PE': 21, 'RB': 14, 'SG': 2}",lat,CRU,Provável,1
722,38515,Marquinhos Silva,0.0,"{'CA': 2, 'FC': 14, 'FF': 8, 'FS': 6, 'FT': 1, 'I': 1, 'PE': 23, 'RB': 16, 'SG': 1}",zag,AVA,Nulo,1
723,102999,Régis,7.4,"{'CA': 1, 'FC': 8, 'FD': 4, 'FF': 9, 'FS': 4, 'I': 3, 'PE': 14, 'RB': 11}",mei,CHA,Provável,0
724,103069,Antonini,0.0,{},zag,GRE,Nulo,1
725,103183,Andrew,0.0,{},gol,BOT,Nulo,0
726,103076,Mateus Gonçalves,0.3,"{'CA': 1, 'FC': 7, 'FD': 2, 'FF': 6, 'FS': 8, 'G': 1, 'I': 1, 'PE': 20, 'RB': 8}",ata,CEA,Provável,0
727,103446,Yuri ,0.0,{},mei,FLA,Nulo,0
728,102852,Dudu,0.0,{},mei,VAS,Nulo,1
729,103445,Kaio Jorge,0.0,{},ata,SAN,Nulo,1
730,103455,Antony,0.0,"{'A': 3, 'CA': 1, 'CV': 1, 'FC': 14, 'FD': 14, 'FF': 12, 'FS': 46, 'FT': 2, 'G': 1, 'PE': 50, 'RB': 15}",ata,SAO,Dúvida,0
731,103523,Ignácio,0.0,{},zag,BAH,Nulo,0
732,103524,Phelipe,0.0,{},gol,GRE,Nulo,1
733,103662,Júnior,0.0,{},gol,SAO,Nulo,0
734,103700,Bruno Méndez,0.0,"{'CA': 1, 'FC': 2, 'PE': 9, 'RB': 7, 'SG': 1}",zag,COR,Nulo,0
735,103645,Marcos Paulo,0.0,"{'A': 2, 'FC': 4, 'FD': 3, 'FF': 8, 'FS': 9, 'FT': 1, 'PE': 17, 'RB': 13}",ata,FLU,Nulo,0
736,103764,Veron,0.0,{},ata,PAL,Nulo,1
737,104026,João Pedro,3.4,"{'A': 1, 'CA': 1, 'FC': 22, 'FD': 17, 'FF': 20, 'FS': 27, 'FT': 1, 'G': 4, 'I': 7, 'PE': 27, 'RB': 14}",ata,FLU,Provável,0
738,104074,Walce,0.0,"{'FC': 1, 'PE': 6, 'RB': 2, 'SG': 2}",zag,SAO,Nulo,0
739,104080,André,0.0,{},gol,BOT,Nulo,0
740,103579,Michel,0.0,{},mei,CRU,Nulo,1
741,103706,Neto,0.0,{},mei,ATL,Nulo,0
742,104128,Jaques,0.0,{},zag,BAH,Nulo,0
743,104081,Alessandro,0.0,{},mei,BOT,Nulo,0
744,104084,Carlos Miguel,0.0,{},gol,INT,Nulo,0
745,104085,Bruno Fuchs,0.0,"{'CA': 1, 'FC': 3, 'FD': 1, 'FF': 1, 'FS': 4, 'PE': 10, 'RB': 5, 'SG': 2}",zag,INT,Dúvida,0
746,104086,Roberto,5.7,"{'CA': 1, 'FC': 4, 'FS': 5, 'PE': 11, 'RB': 4, 'SG': 1}",zag,INT,Provável,0
747,103724,Anderson Ceará,0.0,{},mei,SAN,Nulo,1
748,104087,Pedro Lucas,0.0,"{'FC': 3, 'PE': 1}",ata,INT,Nulo,0
749,104088,Matheus Stockl,0.0,{},zag,ATL,Nulo,0
750,103684,Kaique Rocha,0.0,{},zag,SAN,Nulo,1
751,104104,Falcão,0.0,{},mei,AVA,Nulo,1
752,104250,João Victor,0.0,{},zag,COR,Nulo,0
753,104276,Calegari,0.0,{},lat,FLU,Nulo,0
754,104329,João Vitor,0.0,{},gol,AVA,Nulo,1
755,104326,Nuno,0.0,{},zag,AVA,Nulo,1
756,104257,João Lucas,3.9,"{'FC': 2, 'FS': 2, 'PE': 4, 'RB': 3, 'SG': 4}",lat,FLA,Provável,0
757,104362,Gustavo Coutinho,0.0,{},ata,FOR,Nulo,1
758,104333,Julian,0.0,{},mei,AVA,Nulo,1
759,104325,Arthur,0.0,{},gol,CHA,Nulo,0
760,104408,Igor Reis,0.0,{},mei,ATL,Nulo,0
761,104327,Dudu,0.0,{},mei,AVA,Nulo,1
762,104328,Rodrigo,0.0,{},gol,AVA,Nulo,1
763,104459,Rick,0.0,"{'FC': 2, 'FF': 1, 'FS': 1, 'PE': 5, 'RB': 3}",ata,CEA,Nulo,0
764,104404,Gabriel,0.0,{},mei,ATL,Nulo,0
765,104356,Lucas Dias,0.0,{},zag,CSA,Nulo,1
766,104401,Vitor Mendes,0.0,{},zag,ATL,Nulo,0
767,104580,Sandry,0.0,{},mei,SAN,Nulo,1
768,104415,Talison,0.0,{},lat,ATL,Nulo,0
769,104513,Abner Vinícius,0.0,"{'A': 1, 'FC': 4, 'FS': 1, 'PE': 9, 'RB': 3, 'SG': 1}",lat,ATL,Nulo,0
770,104591,Caíque,0.0,{},ata,BAH,Nulo,0
771,104625,Weverton,-0.3,"{'FC': 1, 'FF': 1, 'FS': 3, 'PE': 11, 'RB': 3, 'SG': 2}",lat,CRU,Nulo,1
772,104622,Hélio Júnior,0.0,{},lat,ATL,Nulo,0
773,104646,Warley,0.0,{'FS': 1},lat,CSA,Nulo,1
774,104634,Douglas Borel,0.0,{},lat,BAH,Nulo,0
775,104649,Heitor,9.2,"{'A': 1, 'CA': 1, 'FC': 8, 'FD': 3, 'FF': 2, 'FS': 16, 'PE': 26, 'RB': 8, 'SG': 2}",lat,INT,Provável,0
776,104660,Vinícius,0.0,{},ata,GOI,Nulo,1
777,104650,Lucas Barros,0.0,"{'CA': 1, 'FC': 6, 'FS': 2, 'PE': 5, 'RB': 4, 'SG': 1}",lat,BOT,Dúvida,0
778,104578,Tailson,-2.0,"{'FC': 9, 'FD': 2, 'FF': 2, 'FS': 3, 'G': 1, 'I': 2, 'PE': 11, 'RB': 1}",ata,SAN,Dúvida,1
779,104593,Darlan,0.0,"{'FC': 7, 'FD': 1, 'FF': 2, 'FS': 1, 'PE': 10, 'RB': 8}",mei,GRE,Nulo,1
780,106199,Gabriel Pec,0.0,"{'FS': 2, 'PE': 4, 'RB': 1}",mei,VAS,Nulo,1
781,38545,Felipe Melo,0.0,"{'A': 1, 'CA': 6, 'CV': 1, 'FC': 27, 'FD': 3, 'FF': 13, 'FS': 20, 'G': 1, 'PE': 31, 'RB': 19}",mei,PAL,Provável,1
782,104651,Lucas Alves,0.0,{},gol,BOT,Nulo,0
783,38573,Nilton,0.0,"{'CA': 3, 'FC': 9, 'FF': 2, 'FS': 6, 'PE': 11, 'RB': 7}",mei,CSA,Nulo,1
784,38738,Douglas,0.0,"{'CA': 1, 'FC': 2, 'FD': 1, 'FF': 5, 'FS': 6, 'I': 2, 'PE': 28, 'RB': 2}",mei,AVA,Nulo,1
785,41327,Vanderlei Luxemburgo,4.51,{},tec,VAS,Provável,1
786,40006,Abel Braga,4.85,{},tec,CRU,Provável,1
787,41258,Adilson Batista,7.18,{},tec,CEA,Provável,0
788,38632,Matheus Ferraz,0.0,"{'CA': 1, 'FC': 7, 'FD': 4, 'FF': 3, 'FS': 2, 'G': 1, 'I': 1, 'PE': 6, 'RB': 11}",zag,FLU,Contundido,0
789,38648,Hernanes,5.2,"{'A': 4, 'CA': 4, 'FC': 21, 'FD': 12, 'FF': 13, 'FS': 21, 'G': 2, 'I': 1, 'PE': 22, 'RB': 21}",mei,SAO,Dúvida,0
790,38750,Filipe Luís,0.0,"{'FC': 16, 'FD': 1, 'FS': 4, 'PE': 25, 'RB': 32, 'SG': 4}",lat,FLA,Contundido,0
791,38909,Diego,0.0,"{'CA': 5, 'FC': 10, 'FD': 6, 'FF': 7, 'FS': 16, 'FT': 2, 'PE': 25, 'PP': 1, 'RB': 9}",mei,FLA,Contundido,0
792,41929,Renato Gaúcho,7.16,{},tec,GRE,Provável,1
793,38910,Ricardo Oliveira,0.0,"{'A': 2, 'FC': 14, 'FD': 9, 'FF': 10, 'FS': 16, 'FT': 1, 'G': 2, 'I': 2, 'PE': 11, 'PP': 1, 'RB': 5}",ata,ATL,Nulo,0
794,38913,Nenê,9.0,"{'A': 2, 'CV': 1, 'FC': 15, 'FD': 3, 'FF': 12, 'FS': 23, 'G': 3, 'I': 2, 'PE': 54, 'RB': 13}",mei,FLU,Provável,0
795,38959,Vagner Love,1.2,"{'CA': 3, 'FC': 24, 'FD': 4, 'FF': 7, 'FS': 30, 'G': 5, 'I': 8, 'PE': 30, 'RB': 13}",ata,COR,Provável,0
796,42116,Willian,0.0,"{'CA': 1, 'CV': 1, 'FC': 7, 'FD': 5, 'FS': 12, 'G': 4, 'I': 2, 'PE': 16, 'RB': 4}",ata,PAL,Provável,1
797,38939,Daniel Alves,0.0,"{'A': 1, 'CA': 1, 'FC': 21, 'FD': 3, 'FF': 7, 'FS': 18, 'FT': 1, 'G': 1, 'I': 3, 'PE': 29, 'RB': 14, 'SG': 3}",lat,SAO,Dúvida,0
798,39572,Renato,0.2,"{'FD': 3, 'FF': 3, 'FS': 11, 'PE': 4, 'RB': 2}",ata,CHA,Nulo,0
799,42145,Egídio,6.1,"{'A': 1, 'CA': 1, 'FC': 20, 'FD': 7, 'FF': 5, 'FS': 15, 'I': 1, 'PE': 49, 'RB': 30, 'SG': 5}",lat,CRU,Provável,1
800,42477,Maurício Ramos,0.0,"{'FC': 13, 'FD': 2, 'FF': 1, 'FS': 8, 'PE': 13, 'RB': 5, 'SG': 3}",zag,CHA,Nulo,0
801,42234,Cássio,-2.0,"{'CA': 5, 'DD': 23, 'FS': 4, 'GS': 15, 'PE': 9, 'SG': 9}",gol,COR,Provável,0
802,62023,D'Alessandro,0.4,"{'A': 1, 'CA': 2, 'FC': 2, 'FD': 6, 'FF': 5, 'FS': 9, 'G': 1, 'I': 5, 'PE': 40, 'PP': 1, 'RB': 4}",mei,INT,Provável,0
803,42491,Márcio Azevedo,2.4,"{'A': 2, 'CA': 3, 'FC': 21, 'FD': 1, 'FF': 4, 'FS': 17, 'I': 1, 'PE': 34, 'RB': 14, 'SG': 6}",lat,ATL,Provável,0
804,42499,Bruno,0.0,"{'CA': 1, 'CV': 1, 'FC': 7, 'FF': 1, 'FS': 5, 'PE': 13, 'RB': 7, 'SG': 4}",lat,INT,Nulo,0
805,42222,Osvaldo,-1.3,"{'A': 3, 'CA': 2, 'CV': 1, 'FC': 20, 'FD': 4, 'FF': 11, 'FS': 9, 'FT': 2, 'G': 2, 'PE': 28, 'RB': 9}",ata,FOR,Provável,1
806,37662,Jonathan,0.0,"{'CA': 2, 'FC': 4, 'FD': 1, 'FS': 3, 'G': 1, 'PE': 7, 'RB': 6, 'SG': 2}",lat,ATL,Contundido,0
807,49673,Júlio César,0.0,"{'DD': 17, 'GS': 13, 'PE': 1, 'SG': 2}",gol,GRE,Nulo,1
808,49675,Alexandre Pato,4.8,"{'CA': 1, 'FC': 11, 'FD': 7, 'FF': 17, 'FS': 24, 'G': 5, 'I': 8, 'PE': 30, 'RB': 13}",ata,SAO,Provável,0
809,42232,Amaral,0.0,"{'FC': 4, 'FS': 2, 'PE': 3, 'RB': 7}",mei,CHA,Nulo,0
810,61033,Rodriguinho,0.0,"{'CA': 2, 'FC': 3, 'FD': 1, 'FF': 3, 'FS': 7, 'G': 1, 'I': 1, 'PE': 9, 'RB': 4}",mei,CRU,Contundido,1
811,61228,Fabrício,0.0,{},gol,CSA,Nulo,1
812,61149,Lucca,1.2,"{'CA': 1, 'FC': 14, 'FD': 9, 'FF': 6, 'FS': 21, 'I': 1, 'PE': 15, 'RB': 10}",ata,BAH,Dúvida,0
813,61985,Airton,2.0,"{'CA': 2, 'CV': 1, 'FC': 10, 'FS': 11, 'PE': 7, 'RB': 5}",mei,FLU,Nulo,0
814,62086,Pará,0.0,"{'CA': 3, 'FC': 10, 'FS': 5, 'PE': 10, 'RB': 12, 'SG': 3}",lat,SAN,Nulo,1
815,62033,Fernandão,0.0,"{'CA': 1, 'CV': 1, 'FC': 8, 'FD': 7, 'FF': 15, 'FS': 13, 'G': 3, 'I': 6, 'PE': 13, 'RB': 5}",ata,BAH,Nulo,0
816,62047,Jean,0.0,"{'FC': 2, 'PE': 2}",mei,PAL,Nulo,1
817,62009,Camilo,8.0,"{'A': 3, 'CA': 2, 'FC': 26, 'FD': 9, 'FF': 12, 'FS': 16, 'FT': 1, 'G': 1, 'I': 5, 'PE': 42, 'RB': 15}",mei,CHA,Provável,0
818,38140,Fernando Prass,5.0,{'SG': 1},gol,PAL,Nulo,1
819,62121,Vanderlei,0.0,"{'DD': 15, 'FS': 2, 'GS': 6, 'PE': 4, 'SG': 3}",gol,SAN,Nulo,1
820,62104,Robinho,0.0,"{'A': 1, 'CA': 6, 'FC': 28, 'FD': 4, 'FF': 12, 'FS': 21, 'G': 1, 'PE': 83, 'RB': 17}",mei,CRU,Provável,1
821,62129,Wellington,0.3,"{'CA': 7, 'FC': 31, 'FD': 1, 'FF': 2, 'FS': 6, 'PE': 39, 'RB': 9}",mei,ATL,Provável,0
822,62968,Maicon,0.0,"{'A': 2, 'CA': 1, 'FC': 6, 'FD': 1, 'FF': 1, 'FS': 5, 'I': 1, 'PE': 8, 'RB': 6}",ata,ATL,Nulo,0
823,62128,Walter,0.0,{},ata,GOI,Suspenso,1
824,49651,Ernando,0.0,"{'FC': 2, 'FS': 4, 'FT': 1, 'G': 1, 'PE': 3, 'RB': 4, 'SG': 4}",zag,BAH,Nulo,0
